"V1.nome","V2.nome","V3.nome","V4.nome","V5.nome","V6.nome","V7.nome","V8.nome","V9.nome","V10.nome","origem.nome","origem","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"São Sebastião do Paraíso MG","Sapiranga RS","São Gabriel RS","Nova Lima MG","Guaíra PR","Caxambu MG","Tramandaí RS","Piracaia SP","Dois Irmãos RS","Barra de São Francisco ES","Vacaria RS",4322509,3003,5021,4988,2763,4039,2414,5055,3699,4735,3108
"Carvalhos MG","São Valério do Sul RS","Ibirapuitã RS","Santo Antônio do Leverger MT","Itaporã MS","São Sebastião do Oeste MG","Cristal RS","Bocaiúva do Sul PR","Santa Amélia PR","Passa-Vinte MG","Vale Verde RS",4322525,2404,5018,4802,5298,5139,3002,4726,3951,4230,2801
"Turuçu RS","Delta MG","Almeirim PA","São Sebastião do Rio Preto MG","Rosário Oeste MT","Nova Crixás GO","Capão do Leão RS","Bocaiúva do Sul PR","Vicente Dutra RS","Pinhão PR","Vale do Sol RS",4322533,5072,2479,158,3004,5292,5479,4688,3951,5088,4179
"Silveira Martins RS","Mairipotaba GO","Alfredo Chaves ES","Balneário Arroio do Silva SC","Santa Rita do Trivelato MT","Alto Alegre RS","Parisi SP","Cidreira RS","Araquari SC","Jaguapitã PR","Vale Real RS",4322541,5036,5454,3101,4336,5295,4613,3674,4712,4328,4079
"Pirangi SP","Santana da Ponte Pensa SP","Araputanga MT","Mamborê PR","Santa Cruz da Esperança SP","Itapejara D'Oeste PR","Taguaí SP","Lagoa dos Três Cantos RS","Glória de Dourados MS","Itaocara RJ","Vanini RS",4322558,3703,3794,5189,4107,3784,4070,3857,4833,5135,3206
"Cristalina GO","Tangará da Serra MT","Colíder MT","Luís Eduardo Magalhães BA","Ponta Porã MS","Mirassol D'Oeste MT","Santo Antônio da Platina PR","Ibaiti PR","Rolim de Moura RO","Camaquã RS","Venâncio Aires RS",4322608,5389,5305,5209,2061,5160,5245,4245,4050,20,4669
"Chapadão do Sul MS","Barra do Bugres MT","Diamantino MT","Feliz RS","Ipuã SP","São Marcos RS","Ajuricaba RS","Luz MG","Paraí RS","Conchal SP","Vera Cruz RS",4322707,5122,5193,5218,4770,3511,5004,4607,2691,4902,3403
"Guaporé RS","Rio Fortuna SC","Antônio Prado RS","Nova Prata RS","Nova Mutum MT","Colorado RS","Pedregulho SP","Edéia GO","Paranaíba MS","São Domingos do Sul RS","Veranópolis RS",4322806,4792,4528,4620,4885,5255,4715,3683,5400,5157,4985
"Cássia MG","Santo Antônio de Posse SP","Jardim Alegre PR","Brasilândia MS","Pouso Alto MG","Resende Costa MG","Doutor Ricardo RS","Boa Vista do Sul RS","Pirajuba MG","Irineópolis SC","Vespasiano Correa RS",4322855,2407,3803,4085,5116,2858,2875,4743,4651,2837,4433
"Paim Filho RS","Morro Redondo RS","Antonina PR","Candiota RS","Santa Juliana MG","Aragoiânia GO","Campina Verde MG","Elói Mendes MG","Roque Gonzales RS","Butiá RS","Viadutos RS",4322905,4896,4865,3926,4680,2917,5342,2363,2507,4955,4661
"Colombo PR","Gravataí RS","Alvorada RS","Canoas RS","Planaltina GO","São Leopoldo RS","Almirante Tamandaré PR","Luziânia GO","Corumbá MS","Angra dos Reis RJ","Viamão RS",4323002,3990,4789,4615,4683,5505,5001,3915,5453,5125,3175
"São Sebastião do Rio Preto MG","Rosário Oeste MT","Chuvisca RS","Monte Carlo SC","Rio Maria PA","Capão do Leão RS","Vale do Sol RS","Pinhão PR","Almeirim PA","Piracema MG","Vicente Dutra RS",4323101,3004,5292,4711,4475,252,4688,5079,4179,158,2836
"Nova Boa Vista RS","Jarinu SP","Boa Vista do Buricá RS","Mineiros do Tietê SP","Almirante Tamandaré do Sul RS","Morro da Fumaça SC","Bálsamo SP","Santa Adélia SP","Pirenópolis GO","Tupi Paulista SP","Victor Graeff RS",4323200,4877,3552,4648,3602,4611,4477,3321,3778,5503,3884
"Pejuçara RS","Óleo SP","Paula Freitas PR","Cosmorama SP","Benedito Novo SC","Moema MG","São José do Herval RS","Lindóia SP","Taquaral de Goiás GO","Mondaí SC","Vila Flores RS",4323309,4913,3648,4169,3410,4345,2733,4994,3571,5547,4474
"Acreúna GO","Três Palmeiras RS","Contenda PR","Aripuanã MT","Juruaia MG","Nova Ponte MG","Pouso Novo RS","Canarana MT","Urubici SC","Tapira MG","Vila Lângaro RS",4323358,5321,5062,3994,5191,2665,2765,4933,5203,4590,3043
"Palmeiras de Goiás GO","Fortaleza dos Valos RS","Barão RS","Três Arroios RS","Rio dos Cedros SC","Quinze de Novembro RS","Vista Alegre do Prata RS","Capivari do Sul RS","Nicolau Vergueiro RS","Goiatuba GO","Vila Maria RS",4323408,5492,4776,4635,5057,4526,4941,5095,4689,4872,5416
"Miradouro MG","São Francisco do Glória MG","Indiavaí MT","Cristal do Sul RS","Alvorada do Norte GO","Brunópolis SC","Papagaios MG","Cariri do Tocantins TO","Chácara MG","São Félix do Araguaia MT","Vila Nova do Sul RS",4323457,2729,2959,5227,4727,5330,4357,2792,341,2418,5299
"Imigrante RS","Marcelino Ramos RS","Ibiraiaras RS","Catuípe RS","Renascença PR","Nova Candelária RS","Missal PR","Orizona GO","Treze Tílias SC","Jussara GO","Vista Alegre RS",4323507,4808,4848,4801,4698,4211,4879,4134,5487,4584,5450
"Colinas RS","Rio dos Cedros SC","Fortaleza dos Valos RS","Vista Gaúcha RS","Dois Lajeados RS","Peabiru PR","Enéas Marques PR","Nicolau Vergueiro RS","Barão RS","Buritizal SP","Vista Alegre do Prata RS",4323606,4714,4526,4776,5096,4737,4171,4013,4872,4635,3360
"Peabiru PR","Buritizal SP","Rondinha RS","Colinas RS","Enéas Marques PR","Dois Lajeados RS","Vista Alegre do Prata RS","Agrolândia SC","São Domingos do Sul RS","Nicolau Vergueiro RS","Vista Gaúcha RS",4323705,4171,3360,4954,4714,4013,4737,5095,4313,4985,4872
"Santo Antônio do Leverger MT","Mata RS","Santa Amélia PR","Natividade da Serra SP","Vale Verde RS","Passa-Vinte MG","Belo Vale MG","Rio Rufino SC","Itaporã MS","São Valério do Sul RS","Vitória das Missões RS",4323754,5298,4852,4230,3629,5078,2801,2311,4530,5139,5018
"Cruzeiro do Sul RS","Augusto Pestana RS","Ipameri GO","Tupanciretã RS","Júlio de Castilhos RS","Mato Castelhano RS","Sapezal MT","Protásio Alves RS","Nova Bassano RS","Miraguaí RS","Westfalia RS",4323770,4730,4631,5429,5069,4830,4853,5300,4936,4876,4858
"Balneário Arroio do Silva SC","Cidreira RS","Alto Alegre RS","Arroio Trinta SC","Ipumirim SC","Venda Nova do Imigrante ES","Santa Rita do Trivelato MT","Florestal MG","Araquari SC","Taquari RS","Xangri-Lá RS",4323804,4336,4712,4613,4331,4429,3169,5295,2533,4328,5045
"Montanha ES","Bonito MS","Novo Progresso PA","Nova Ubiratã MT","Barra do Ribeiro RS","Aruanã GO","Jequitibá MG","Espigão D'Oeste RO","Paineiras MG","Paranatinga MT","Água Clara MS",5000203,3145,5115,230,5257,4641,5345,2649,9,2786,5263
"Paulo Bento RS","Itaguara MG","Mormaço RS","Querência MT","Rio Paranaíba MG","Campestre MG","Nova Hartz RS","Conceição das Alagoas MG","Pompéu MG","Mozarlândia GO","Alcinópolis MS",5000252,4909,2609,4863,5278,2889,2362,4881,2433,2850,5471
"Agudo RS","Restinga Seca RS","Itarumã GO","Herval RS","Marques de Souza RS","Espigão D'Oeste RO","Paraty RJ","Jequitibá MG","Candeias MG","Sertão Santana RS","Amambai MS",5000609,4606,4944,5440,4753,4851,9,3227,2649,2373,5033
"São João do Caiuá PR","Bom Jesus do Araguaia MT","Alto Jequitibá MG","Manoel Viana RS","Esperança do Sul RS","Coronel Pacheco MG","Francisco Alves PR","Presidente Médici RO","Altamira do Paraná PR","Peixoto de Azevedo MT","Anastácio MS",5000708,4253,5195,2867,4844,4757,2458,4031,18,3916,5266
"Senador Cortes MG","Corguinho MS","União de Minas MG","Vitor Meireles SC","Anitápolis SC","Guaraniaçu PR","Liberdade MG","Perolândia GO","Teixeira Soares PR","São Miguel das Missões RS","Anaurilândia MS",5000807,3016,5123,3070,4598,4324,4045,2684,5498,4283,5007
"Prado Ferreira PR","Douradoquara MG","Glorinha RS","Estrela do Sul MG","Estrela do Norte GO","Arroio do Tigre RS","Ronda Alta RS","Planura MG","Cunha SP","Araçu GO","Angélica MS",5000856,4193,2505,4785,2520,5401,4628,4953,2846,3417,5340
"Aral Moreira MS","Cuparaque MG","São João do Cariri PB","Santa Rita de Ibitipoca MG","Vila Propício GO","Guaraciaba MG","Abel Figueiredo PA","Santana da Boa Vista RS","Marianópolis do Tocantins TO","Itapiratins TO","Antônio João MS",5000906,5109,2473,1424,2936,5564,2563,153,4970,382,372
"Mariópolis PR","Nova Santa Helena MT","Vidal Ramos SC","Novo Barreiro RS","Canaã dos Carajás PA","Edealina GO","Cláudia MT","Guareí SP","Santa Fé PR","Ibaiti PR","Aparecida do Taboado MS",5001003,4121,5252,4596,4894,184,5399,5207,3476,4233,4050
"Rio Pardo RS","Carmo do Paranaíba MG","Ibiá MG","Taquara RS","Igrejinha RS","Elói Mendes MG","Campina Verde MG","Perdizes MG","Coromandel MG","Santa Juliana MG","Aquidauana MS",5001102,4947,2398,2577,5044,4804,2507,2363,2824,2455,2917
"São João do Cariri PB","Cuparaque MG","Itapiratins TO","Tupiratins TO","Coronel Domingos Soares PR","Abel Figueiredo PA","Jequeri MG","Guaraciaba MG","Antônio João MS","Capixaba AC","Aral Moreira MS",5001243,1424,2473,372,447,3997,153,2647,2563,5106,57
"São Francisco de Sales MG","Tiros MG","Caxambu do Sul SC","Progresso RS","Aceguá RS","São Pedro da União MG","Turvo PR","São Francisco de Paula RS","São José do Rio Claro MT","Liberdade MG","Bandeirantes MS",5001508,2958,3051,4373,4935,4604,2993,4296,4987,5287,2684
"Campos Gerais MG","São Gonçalo do Sapucaí MG","Poço das Antas RS","Caibaté RS","Modelo SC","Cláudio MG","Rancho Queimado SC","Ernestina RS","Bambuí MG","Porto Belo SC","Bataguassu MS",5001904,2369,2966,4924,4667,4473,2426,4522,4752,2299,4513
"Porto dos Gaúchos MT","Boa Esperança do Sul SP","Major Gercino SC","Rio das Antas SC","São Jerônimo RS","Urubici SC","Contenda PR","Campo Bonito PR","São Joaquim SC","Feliz Natal MT","Batayporã MS",5002001,5273,3342,4464,4523,4989,4590,3994,3968,4557,5220
"Presidente Castello Branco SC","Presidente Nereu SC","Dona Emma SC","Botuverá SC","Roca Sales RS","Laranjeiras do Sul PR","Cascalho Rico MG","Guanhães MG","Nonoai RS","Morrinhos do Sul RS","Bela Vista MS",5002100,4517,4519,4391,4354,4949,4096,2406,2561,4873,4864
"Altamira do Paraná PR","Luiziana PR","Francisco Alves PR","Vale de São Domingos MT","Lindoeste PR","Macau RN","São Gonçalo do Rio Abaixo MG","Bom Jesus do Araguaia MT","Cruzmaltina PR","Jardim do Seridó RN","Bodoquena MS",5002159,3916,4103,4031,5311,4099,1153,2965,5195,4004,1137
"Novo Progresso PA","Montanha ES","Água Clara MS","Barra do Ribeiro RS","Arroio do Padre RS","Paranatinga MT","Jequitibá MG","Paineiras MG","Itapuca RS","Aruanã GO","Bonito MS",5002209,230,3145,5100,4641,4626,5263,2649,2786,4816,5345
"Irineópolis SC","Pouso Alto MG","Vespasiano Correa RS","Jardim Alegre PR","Cássia MG","Terra de Areia RS","Bom Jardim da Serra SC","Balneário Pinhal RS","Santo Antônio de Posse SP","Resende Costa MG","Brasilândia MS",5002308,4433,2858,5085,4085,2407,5049,4350,4634,3803,2875
"Zortéa SC","Modelo SC","Porto Belo SC","Benedito Novo SC","Mateus Leme MG","Pejuçara RS","Governador Celso Ramos SC","Mondaí SC","Itanhandu MG","Vila Flores RS","Caarapó MS",5002407,4603,4473,4513,4345,2714,4913,4407,4474,2618,5090
"Quarto Centenário PR","Engenho Velho RS","São Valentim RS","Taquaruçu do Sul RS","Nova Bréscia RS","Mombuca SP","Porto Amazonas PR","Araçariguama SP","Bom Jesus SC","Rondon PR","Camapuã MS",5002605,4198,4747,5016,5046,4878,3613,4189,3297,4351,4224
"Osasco SP","Contagem MG","João Pessoa PB","Campinas SP","Natal RN","São Bernardo do Campo SP","Macapá AP","Itaboraí RJ","Campina Grande PB","Campos dos Goytacazes RJ","Campo Grande MS",5002704,3654,2448,1337,3375,1163,3811,303,3203,1293,3191
"Alpercata MG","Pium TO","Formoso MG","Durandé MG","Santa Rita do Tocantins TO","Alagoa MG","Virgínia MG","Munhoz MG","General Carneiro PR","Nova Laranjeiras PR","Caracol MS",5002803,2262,410,2535,2506,427,2256,3091,2749,4034,4146
"Costa Rica MS","Santa Fé PR","Pontes E Lacerda MT","Mantena MG","Caiapônia GO","Santa Cruz das Palmeiras SP","Pimenta Bueno RO","Silvânia GO","Cesário Lange SP","Douradina MS","Cassilândia MS",5002902,5126,4233,5271,2700,5365,3785,16,5544,3398,5130
"Diamantino MT","Vera Cruz RS","São Marcos RS","Barra do Bugres MT","Conchal SP","Getúlio Vargas RS","Ibirá SP","Luz MG","Feliz RS","Casa Branca SP","Chapadão do Sul MS",5002951,5218,5083,5004,5193,3403,4783,3489,2691,4770,3390
"União de Minas MG","Anaurilândia MS","Anitápolis SC","Vitor Meireles SC","Senador Cortes MG","São Miguel das Missões RS","São Roque de Minas MG","Santa Maria do Herval RS","Água Comprida MG","Mucajaí RR","Corguinho MS",5003108,3070,5104,4324,4598,3016,5007,2997,4968,2250,145
"Senhora do Porto MG","Jacareacanga PA","Campinápolis MT","Cavalcante GO","Itacaré BA","Medicilândia PA","Chã Grande PE","Luisburgo MG","Água Boa MG","Cerro Azul PR","Coronel Sapucaia MS",5003157,3021,211,5198,5379,2004,221,1514,2688,2249,3984
"Teresópolis RJ","Cajazeiras PB","São Leopoldo RS","Angra dos Reis RJ","Almirante Tamandaré PR","Rio Grande RS","Guarapuava PR","Sapucaia do Sul RS","Caratinga MG","Araruama RJ","Corumbá MS",5003207,3260,1289,5001,3175,3915,4946,4046,5022,2389,3177
"Silvânia GO","Cassilândia MS","Santa Cruz das Palmeiras SP","Romaria MG","Douradina MS","Vera Cruz do Oeste PR","Santa Fé PR","Caiapônia GO","Deodápolis MS","Araçariguama SP","Costa Rica MS",5003256,5544,5121,3785,2898,5130,4304,4233,5365,5128,3297
"Santo Antônio de Posse SP","Cássia MG","Juína MT","Vespasiano Correa RS","Lagoa Formosa MG","Boa Vista do Sul RS","Roca Sales RS","Doutor Ricardo RS","Guanhães MG","Pirajuba MG","Coxim MS",5003306,3803,2407,5236,5085,2672,4651,4949,4743,2561,2837
"Vera Cruz do Oeste PR","Ibiam SC","Marcelândia MT","Itiquira MT","Alto Paraíso de Goiás GO","Romaria MG","Fátima do Sul MS","Douradina MS","Taquarituba SP","Silvânia GO","Deodápolis MS",5003454,4304,4416,5243,5231,5329,2898,5133,5130,3866,5544
"Cantagalo PR","São Miguel do Guaporé RO","Nazaré BA","Itapuã do Oeste RO","Campo Belo do Sul SC","Diamante D'Oeste PR","Ipaumirim CE","Tanguá RJ","São Gonçalo dos Campos BA","Fronteiras PI","Dois Irmãos do Buriti MS",5003488,3975,23,2098,37,4365,4009,970,3259,2185,754
"Romaria MG","Santa Fé PR","Caiapônia GO","Vera Cruz do Oeste PR","Costa Rica MS","Deodápolis MS","Guareí SP","Silvânia GO","Ponte Branca MT","Dom Aquino MT","Douradina MS",5003504,2898,4233,5365,4304,5126,5128,3476,5544,5270,5219
"Linhares ES","Cabo Frio RJ","Barueri SP","Nova Friburgo RJ","Rio Verde GO","Santa Maria RS","Cotia SP","Jundiaí SP","Florianópolis SC","Passo Fundo RS","Dourados MS",5003702,3139,3186,3331,3223,5516,4967,3411,3560,4398,4908
"Douradoquara MG","Novo Horizonte SC","Aloândia GO","Estrela do Norte GO","Vargem SP","Prado Ferreira PR","Arenópolis GO","Timbé do Sul SC","Angélica MS","Planura MG","Eldorado MS",5003751,2505,4484,5327,5401,3898,4193,5344,4578,5105,2846
"Taquarituba SP","Carlos Barbosa RS","Campo Novo do Parecis MT","Edéia GO","Ibiam SC","Gastão Vidigal SP","Entre Rios do Oeste PR","Santo Cristo RS","Marcelândia MT","Itirapina SP","Fátima do Sul MS",5003801,3866,4694,5199,5400,4416,3458,4016,4982,5243,3536
"Jesuânia MG","Avelinópolis GO","Sério RS","Mercês MG","Floriano Peixoto RS","Mostardas RS","Piratini RS","Tibagi PR","Igaratinga MG","Ribas do Rio Pardo MS","Figueirão MS",5003900,2651,5347,5031,2724,4772,4867,4922,4288,2586,5162
"Avanhandava SP","Taguaí SP","Terra Roxa PR","Ibirarema SP","Itaocara RJ","Vanini RS","Itapejara D'Oeste PR","Uchoa SP","Bálsamo SP","Itobi SP","Glória de Dourados MS",5004007,3317,3857,4287,3490,3206,5081,4070,3890,3321,3538
"Pedro Osório RS","Paverama RS","Formigueiro RS","Maratá RS","Jaboticatubas MG","Aceguá RS","Confresa MT","Perolândia GO","Inocência MS","Tiros MG","Guia Lopes da Laguna MS",5004106,4912,4910,4774,4846,2634,4604,5212,5498,5138,3051
"Abreulândia TO","Itapuca RS","Lajinha MG","Gameleira de Goiás GO","Bom Jesus RS","Capela de Santana RS","Avelinópolis GO","Cerro Branco RS","Pantano Grande RS","Arroio do Padre RS","Iguatemi MS",5004304,311,4816,2675,5408,4652,4690,5347,4702,4901,4626
"Ipuiúna MG","Tiros MG","Guaraniaçu PR","Caxambu do Sul SC","Senador Cortes MG","Jaboticatubas MG","Mimoso do Sul ES","Paverama RS","Bandeirantes MS","Perolândia GO","Inocência MS",5004403,2602,3051,4045,4373,3016,2634,3144,4910,5110,5498
"São Valério do Sul RS","Bocaiúva do Sul PR","Nova Crixás GO","Cristal RS","Vale Verde RS","Belo Vale MG","Ibirapuitã RS","Carvalhos MG","Santo Antônio do Leverger MT","Passa-Vinte MG","Itaporã MS",5004502,5018,3951,5479,4726,5078,2311,4802,2404,5298,2801
"Monte Negro RO","Juti MS","Barra de São Miguel AL","Miranda MS","Ibirapuã BA","Senador Guiomard AC","Cândido de Abreu PR","Aguiar PB","Lajedão BA","Vale do Anari RO","Itaquiraí MS",5004601,40,5146,1655,5150,1981,70,3973,1243,2052,51
"Tambaú SP","São João Batista SC","Turvo SC","Ascurra SC","Penha SC","Ituporanga SC","Soledade RS","Guaraciaba SC","Anta Gorda RS","Guabiruba SC","Ivinhema MS",5004700,3860,4554,4588,4333,4501,4440,5039,4411,4619,4410
"Fervedouro MG","Nova Canaã BA","Anapu PA","São Geraldo do Araguaia PA","Doutor Ulysses PR","Fruta de Leite MG","Guaraqueçaba PR","Alvarenga MG","Canavieiras BA","Rio Vermelho MG","Japorã MS",5004809,2532,2101,162,272,4307,2547,4047,2267,1903,2894
"Quevedos RS","Conceição do Rio Verde MG","Vargem Alta ES","Doverlândia GO","Central de Minas MG","São Tiago MG","Porto Murtinho MS","Martinho Campos MG","Imaruí SC","Floriano Peixoto RS","Jaraguari MS",5004908,4940,2437,3168,5398,2416,3006,5161,2710,4421,4772
"Siqueira Campos PR","Cunhataí SC","Tangará SC","Arabutã SC","Faxinal do Soturno RS","Águas Mornas SC","Machado MG","Bela Vista MS","Pouso Redondo SC","Palmares do Sul RS","Jardim MS",5005004,4277,4387,4575,4327,4767,4318,2693,5113,4515,4897
"Ibiaçá RS","Erval Velho SC","Estrela do Sul MG","Entre Rios do Sul RS","Jacutinga MG","Brasópolis MG","Estrela Dalva MG","Itajá GO","Santa Vitória MG","Rio Paranaíba MG","Jateí MS",5005103,4800,4395,2520,4749,2637,2339,2518,5436,2940,2889
"Monte Negro RO","Barra de São Miguel AL","Itaquiraí MS","Lajedão BA","Aguiar PB","Senador Guiomard AC","São Francisco do Guaporé RO","Candói PR","Miranda MS","Itaperuçu PR","Juti MS",5005152,40,1655,5140,2052,1243,70,46,3974,5150,4071
"Ipeúna SP","Iporã do Oeste SC","Vista Alegre do Alto SP","Novo Xingu RS","Piratininga SP","Quilombo SC","Cerro Largo RS","Ipira SC","Guaraí TO","Schroeder SC","Ladário MS",5005202,3508,4427,3905,4893,3707,4521,4705,4426,367,4568
"Teixeira Soares PR","Perolândia GO","Paraíso do Sul RS","Senador Cortes MG","União de Minas MG","Água Fria de Goiás GO","Anaurilândia MS","Guia Lopes da Laguna MS","Paverama RS","Mucajaí RR","Laguna Carapã MS",5005251,4283,5498,4903,3016,3070,5323,5104,5136,4910,145
"Visconde do Rio Branco MG","Rodeio SC","Rio do Oeste SC","Guapiaçu SP","Jaraguá GO","Frutal MG","Itapagipe MG","Nova Santa Rita RS","Antônio Carlos SC","Machado MG","Maracaju MS",5005400,3094,4532,4525,3466,5445,2548,2621,4888,4325,2693
"Governador Jorge Teixeira RO","Vale do Anari RO","Machadinho D'Oeste RO","Theobroma RO","Barra de São Miguel AL","Aguiar PB","Inácio Martins PR","Monte Negro RO","Corumbiara RO","Itaquiraí MS","Miranda MS",5005608,36,51,13,49,1655,1243,4058,40,7,5140
"Itaúba MT","Sapucaia RJ","Itarana ES","Ametista do Sul RS","Clevelândia PR","Nova Olímpia MT","Buriti de Goiás GO","Vicentinópolis GO","Major Gercino SC","Nova Alvorada do Sul MS","Mundo Novo MS",5005681,5230,3254,3133,4617,3989,5256,5358,5562,4464,5154
"Pimenta Bueno RO","Rolim de Moura RO","Pontes E Lacerda MT","Cassilândia MS","Aparecida do Taboado MS","Petrolândia SC","Capanema PR","Santa Fé PR","Cesário Lange SP","Nova Santa Helena MT","Naviraí MS",5005707,16,20,5271,5121,5107,4503,3976,4233,3398,5252
"Felixlândia MG","Teixeirópolis RO","Rio Casca MG","São Sebastião do Oeste MG","Bonfim MG","Gaúcha do Norte MT","Candeias do Jamari RO","Novo São Joaquim MT","Ibirapuitã RS","Carvalhos MG","Nioaque MS",5005806,2529,48,2883,3002,2329,5222,32,5261,4802,2404
"Muliterno RS","Nova Olímpia MT","Sonora MS","Serranópolis GO","Sapucaia RJ","Mundo Novo MS","Vicentinópolis GO","Teixeiras MG","Romelândia SC","Paty do Alferes RJ","Nova Alvorada do Sul MS",5006002,4870,5256,5172,5543,3254,5151,5562,3047,4533,3228
"Gaspar SC","Uruaçu GO","São João Batista SC","Soledade RS","Ponte Nova MG","Morrinhos GO","Quirinópolis GO","Penha SC","Curitibanos SC","Tambaú SP","Nova Andradina MS",5006200,4406,5556,4554,5039,2851,5468,5512,4501,4388,3860
"Hulha Negra RS","Cacaulândia RO","Gramado Xavier RS","Santa Rita do Pardo MS","Talismã TO","Tibau do Sul RN","Irupi ES","Moeda MG","Lambari D'Oeste MT","Mariluz PR","Novo Horizonte do Sul MS",5006259,4797,30,4788,5167,442,1231,3130,2732,5239,4119
"Itabirito MG","Socorro SP","Santa Helena de Goiás GO","Nova Mutum MT","Goiatuba GO","Veranópolis RS","Rio Fortuna SC","Nova Prata RS","Antônio Prado RS","Guaporé RS","Paranaíba MS",5006309,2606,3847,5522,5255,5416,5084,4528,4885,4620,4792
"Iracema RR","Acrelândia AC","Alto Alegre RR","Diogo de Vasconcelos MG","Feira Nova PE","Serra Azul de Minas MG","Olindina BA","São Sebastião do Maranhão MG","Jacinto MG","Dois Irmãos do Tocantins TO","Paranhos MS",5006358,144,53,138,2484,1524,3025,2110,3001,2635,357
"Boa Vista da Aparecida PR","Entre Rios de Minas MG","Cerro Grande RS","Itatiba do Sul RS","Figueira PR","Novo Tiradentes RS","Vicentinópolis GO","Teixeiras MG","Bom Jesus PI","Buriti de Goiás GO","Pedro Gomes MS",5006408,3950,2511,4703,4819,4023,4892,5562,3047,697,5358
"Tangará da Serra MT","Lauro de Freitas BA","Cacoal RO","Ji-Paraná RO","Santana de Parnaíba SP","Venâncio Aires RS","Ariquemes RO","Rolim de Moura RO","Cabedelo PB","Macaé RJ","Ponta Porã MS",5006606,5305,2057,4,12,3795,5082,2,20,1283,3211
"Doverlândia GO","Martinho Campos MG","Água Comprida MG","Tibagi PR","Conceição do Rio Verde MG","Mostardas RS","Ribas do Rio Pardo MS","Nova Resende MG","Floriano Peixoto RS","Vargem Alta ES","Porto Murtinho MS",5006903,5398,2710,2250,4288,2437,4867,5162,2767,4772,3168
"Mostardas RS","São Miguel do Araguaia GO","Mercês MG","Tibagi PR","Floriano Peixoto RS","Porto Murtinho MS","Água Comprida MG","São Roque de Minas MG","Abreulândia TO","Bom Jesus RS","Ribas do Rio Pardo MS",5007109,4867,5538,2724,4288,4772,5161,2250,2997,311,4652
"Jacutinga MG","Ilhota SC","Santo Antônio da Patrulha RS","Visconde do Rio Branco MG","Ronda Alta RS","Monte Sião MG","Antônio Carlos SC","Santa Vitória do Palmar RS","Piracanjuba GO","Erval Velho SC","Rio Brilhante MS",5007208,2637,4420,4978,3094,4953,2744,4325,4974,5501,4395
"Cambuquira MG","Santa Rosa da Serra MG","Abelardo Luz SC","Porangaba SP","Campos Altos MG","Leandro Ferreira MG","Coxilha RS","Carmo da Mata MG","Estiva MG","São José da Bela Vista SP","Rio Negro MS",5007307,2359,2939,4312,3719,2368,2681,4724,2395,2517,3820
"Erval Grande RS","Iúna ES","Alecrim RS","Cabo Verde MG","Afonso Cláudio ES","Rio Acima MG","Imaruí SC","Guarani MG","Capetinga MG","Gurinhatã MG","Rio Verde de Mato Grosso MS",5007406,4754,3134,4608,2347,3097,2882,4421,2566,2378,2573
"Nova Bandeirantes MT","Monte Alegre dos Campos RS","Sério RS","Ipiranga PR","Chupinguaia RO","Igaratinga MG","São João da Mata MG","Piratini RS","Jesuânia MG","São Francisco de Goiás GO","Rochedo MS",5007505,5249,4860,5031,4061,34,2586,2970,4922,2651,5533
"Moeda MG","Irupi ES","Amaral Ferrador RS","Herveiras RS","São João do Triunfo PR","Hulha Negra RS","Cacaulândia RO","Alto Paraíso RO","Sumidouro RJ","Rio Maria PA","Santa Rita do Pardo MS",5007554,2732,3130,4616,4795,4255,4797,30,27,3258,252
"Guanhães MG","Presidente Castello Branco SC","Camargo RS","Roca Sales RS","Botuverá SC","Bela Vista MS","Laranjeiras do Sul PR","Presidente Nereu SC","Barracão PR","Xavantina SC","São Gabriel do Oeste MS",5007695,2561,4517,4670,4949,4354,5113,4096,4519,3942,4601
"Campo Novo de Rondônia RO","Palmital PR","Reserva PR","Seringueiras RO","Mariluz PR","Lambari D'Oeste MT","Senador Guiomard AC","Cândido de Abreu PR","Cujubim RO","Ulianópolis PA","Sete Quedas MS",5007703,31,4160,4212,47,4119,5239,70,3973,35,289
"Rio das Flores RJ","Rolador RS","Queluzito MG","Fazenda Nova GO","São João do Sul SC","Arenópolis GO","Careaçu MG","Tabuleiro MG","Antônio Prado de Minas MG","Bela Vista da Caroba PR","Selvíria MS",5007802,3240,4951,2870,5403,4556,5344,2391,3040,2277,3944
"Abaeté MG","Pompéu MG","Campestre MG","Coromandel MG","Camanducaia MG","Conceição das Alagoas MG","Boqueirão do Leão RS","Campo Florido MG","Matutina MG","Igrejinha RS","Sidrolândia MS",5007901,2245,2850,2362,2455,2357,2433,4656,2367,2720,4804
"Nova Olímpia MT","Serranópolis GO","Romelândia SC","Vicentinópolis GO","Nova Alvorada do Sul MS","Sapucaia RJ","Muliterno RS","Teixeiras MG","Rio Claro RJ","Mundo Novo MS","Sonora MS",5007935,5256,5543,4533,5562,5154,3254,4870,3047,3239,5151
"Sericita MG","Taquaritinga do Norte PE","Rio Bonito do Iguaçu PR","Araponga MG","Caravelas BA","Campo do Brito SE","Manoel Urbano AC","Santa Rita de Minas MG","Bom Jesus do Tocantins PA","Peçanha MG","Tacuru MS",5007950,3023,1633,4218,2283,1913,1760,63,2935,173,2810
