"NM_MUNICIPIO_CONVENENTE","cod7","total.pjs","documentos.liquidacao","licitacao","dispensa","beneficiarios.pjs","acima10K","acima1M","top10pc.quanto"
"SALGADO",2806206,741850.23,14,1,0,3,3,0,0.568046046167567
"SALGADO FILHO",4122800,597274.26,16,1,0,8,8,0,0.251140908031094
"SALGUEIRO",2612208,631206.19,2,1,0,1,1,0,1
"SALINAS",3157005,1393487.46,20,1,0,2,2,1,0.78835734194551
"SALINAS DA MARGARIDA",2927309,140622.34,3,1,0,3,3,0,0.513701308056743
"SALITRE",2311959,421848.63,6,1,0,2,2,0,0.597732437817802
"SALMOURAO",3545100,105400,2,1,0,1,1,0,1
"SALTINHO",3545159,174419.85,1,1,0,1,1,0,1
"SALTINHO",4215356,894800,8,1,0,7,7,0,0.279392042914618
"SALTO",3545209,1997163.76,24,0.994165300696223,0.00583469930377667,10,6,1,0.609700929081549
"SALTO DO CEU",5107750,526063.76,5,1,0,1,1,0,1
"SALTO DO ITARARE",4122909,852010,14,1,0,6,6,0,0.68133003133766
"SALTO DO JACUI",4316451,645685.41,10,1,0,5,5,0,0.381943553595241
"SALTO DO LONTRA",4123006,1041261.51,31,1,0,10,10,0,0.183815495110349
"SALTO GRANDE",3545407,80141.53,1,1,0,1,1,0,1
"SALTO VELOSO",4215406,625599.78,16,1,0,5,5,0,0.434891201528236
"SALVADOR",2927408,2518289.66,213,0.942408912563299,0.057591087436701,42,6,1,0.967380607042639
"SALVADOR DAS MISSOES",4316477,722100.06,7,1,0,3,3,0,0.609195351680209
"SALVADOR DO SUL",4316501,396297.22,5,1,0,5,5,0,0.592313567074732
"SAMBAIBA",2109700,411080.32,3,1,0,2,2,0,0.513477074261303
"SAMPAIO",1718808,205000,1,1,0,1,1,0,1
"SANANDUVA",4316600,1002996.48,26,0.900326629261949,0.0996733707380508,17,8,0,0.664285751032745
"SANGAO",4215455,780675.49,4,1,0,3,3,0,0.467543819007306
"SANTA ADELIA",3545605,104380,3,1,0,3,3,0,0.433991186050968
"SANTA ALBERTINA",3545704,199350,1,1,0,1,1,0,1
"SANTA AMELIA",4123105,1045334.11,6,1,0,3,3,0,0.81058687542493
"SANTA BARBARA",2927507,461081.32,8,1,0,1,1,0,1
"SANTA BARBARA",3157203,196030,6,1,0,3,3,0,0.439473549966842
"SANTA BARBARA D'OESTE",3545803,94592.39,20,0.936992817286887,0.0630071827131126,4,3,0,0.475809946233518
"SANTA BARBARA DO LESTE",3157252,304800,2,1,0,2,2,0,0.561023622047244
"SANTA BARBARA DO SUL",4316709,418170.09,5,1,0,2,2,0,0.645670282157196
"SANTA BRANCA",3546009,1014000,6,1,0,2,2,0,0.600591715976331
"SANTA CARMEM",5107248,681155.94,3,1,0,2,2,0,0.677019626372193
"SANTA CECILIA",2513158,41356.8,1,1,0,1,1,0,1
"SANTA CECILIA",4215505,618500,3,1,0,3,3,0,0.562651576394503
"SANTA CECILIA DO SUL",4316733,279786.5,5,1,0,3,3,0,0.4402875049368
"SANTA CLARA D'OESTE",3546108,188910,4,1,0,4,3,0,0.585014027843947
"SANTA CLARA DO SUL",4316758,703663.52,5,1,0,4,4,0,0.385370269017214
"SANTA CRUZ",2411205,1948271.37,20,1,0,6,6,0,0.297699801439878
"SANTA CRUZ",2612455,202000,1,1,0,1,1,0,1
"SANTA CRUZ CABRALIA",2927705,184513.52,3,1,0,1,1,0,1
"SANTA CRUZ DA BAIXA VERDE",2612471,38203.51,1,1,0,1,1,0,1
"SANTA CRUZ DA ESPERANCA",3546256,0,2,0,0,1,0,0,NA
"SANTA CRUZ DA VITORIA",2927804,593147.33,10,1,0,3,3,0,0.419467942307015
"SANTA CRUZ DAS PALMEIRAS",3546306,138563.53,1,1,0,1,1,0,1
"SANTA CRUZ DE GOIAS",5219209,108795.74,1,1,0,1,1,0,1
"SANTA CRUZ DE MINAS",3157336,301509.69,8,1,0,2,2,0,0.652705490161859
"SANTA CRUZ DE MONTE CASTELO",4123303,520500,7,1,0,4,4,0,0.605187319884726
"SANTA CRUZ DE SALINAS",3157377,246562.29,3,1,0,1,1,0,1
"SANTA CRUZ DO CAPIBARIBE",2612505,37256.79,1,1,0,1,1,0,1
"SANTA CRUZ DO ESCALVADO",3157401,199199.44,2,1,0,1,1,0,1
"SANTA CRUZ DO RIO PARDO",3546405,373194.72,5,1,0,2,2,0,0.686088699218467
"SANTA CRUZ DO SUL",4316808,738046.54,23,1,0,4,3,0,0.609717647345112
"SANTA CRUZ DOS MILAGRES",2209153,248220.89,3,0.984892488299434,0.0151075117005664,3,2,0,0.493109181906487
"SANTA ERNESTINA",3546504,114150.71,1,1,0,1,1,0,1
"SANTA FE",4123402,889500,10,1,0,4,4,0,0.412254075323215
"SANTA FE DO SUL",3546603,1467484.4,22,1,0,10,9,0,0.292077571659365
"SANTA FILOMENA",2612554,375000,1,1,0,1,1,0,1
"SANTA GERTRUDES",3546702,303958.84,3,1,0,1,1,0,1
"SANTA HELENA",2109809,1418605.84,5,1,0,3,3,0,0.586407313817346
"SANTA HELENA",2513307,246276.1,4,1,0,1,1,0,1
"SANTA HELENA",4123501,936528.11,8,1,0,4,4,0,0.453803783850118
"SANTA HELENA",4215554,343414.54,4,1,0,1,1,0,1
"SANTA HELENA DE GOIAS",5219308,675849.4,15,1,0,6,5,0,0.323296876493491
"SANTA HELENA DE MINAS",3157658,327800,2,1,0,2,2,0,0.514948139109213
"SANTA INES",2109908,61402.9,1,1,0,1,1,0,1
"SANTA INES",2513356,112300,1,1,0,1,1,0,1
"SANTA INES",2927903,794159.34,11,1,0,2,2,0,0.701128466234496
"SANTA INES",4123600,20369,3,1,0,1,1,0,1
"SANTA ISABEL",3546801,377146,6,1,0,3,2,0,0.71337360067454
"SANTA ISABEL DO IVAI",4123709,1089949.02,11,1,0,6,6,0,0.336553236223837
"SANTA IZABEL DO OESTE",4123808,1898706.21,22,1,0,11,9,1,0.540444290220128
"SANTA JULIANA",3157708,439837.99,8,1,0,5,5,0,0.824378517189932
"SANTA LEOPOLDINA",3204500,169000,1,1,0,1,1,0,1
"SANTA LUCIA",3546900,300577.2,7,1,0,3,3,0,0.406265145859367
"SANTA LUCIA",4123824,495000,15,1,0,5,5,0,0.377777777777778
"SANTA LUZIA",2110005,1837557.3,4,1,0,1,1,1,1
"SANTA LUZIA",3157807,603550.6,12,1,0,5,4,0,0.510802988183592
"SANTA LUZIA D'OESTE",1100296,3988310.24,32,1,0,12,11,0,0.233529977346998
"SANTA LUZIA DO PARA",1506559,654000,2,1,0,1,1,0,1
"SANTA MARGARIDA",3157906,336490.91,4,1,0,2,2,0,0.761928814065141
"SANTA MARGARIDA DO SUL",4316972,100929,3,1,0,3,1,0,0.936301756680439
"SANTA MARIA",4316907,129277.5,36,1,0,6,2,0,0.696548123223299
"SANTA MARIA DA BOA VISTA",2612604,269878,3,1,0,1,1,0,1
"SANTA MARIA DA SERRA",3547007,80223.14,2,1,0,1,1,0,1
"SANTA MARIA DA VITORIA",2928109,72128.44,1,1,0,1,1,0,1
"SANTA MARIA DAS BARREIRAS",1506583,3412744.81,24,1,0,6,6,1,0.309519826066339
"SANTA MARIA DE JETIBA",3204559,2266875.96,11,1,0,4,4,1,0.732285325395572
"SANTA MARIA DO HERVAL",4316956,101198,3,1,0,1,1,0,1
"SANTA MARIA DO OESTE",4123857,747506.18,10,1,0,3,3,0,0.728764396302382
"SANTA MARIA DO SALTO",3158102,143292.94,2,1,0,2,2,0,0.918398352354275
"SANTA MARIA DO SUACUI",3158201,60573.89,2,1,0,1,1,0,1
"SANTA MARIA DO TOCANTINS",1718881,539200,6,1,0,2,2,0,0.731083086053412
"SANTA MARIA MADALENA",3304607,360000,1,1,0,1,1,0,1
"SANTA MARIANA",4123907,1581207.99,22,1,0,6,6,0,0.256106902166615
"SANTA MONICA",4123956,807196.08,14,1,0,9,8,0,0.356381909089549
"SANTA RITA",2110203,443610.52,3,1,0,2,2,0,0.608249732220056
"SANTA RITA D'OESTE",3547403,230195,8,1,0,4,4,0,0.539542561741132
"SANTA RITA DE CALDAS",3159209,35955.9,1,1,0,1,1,0,1
"SANTA RITA DE CASSIA",2928406,14598.53,1,1,0,1,1,0,1
"SANTA RITA DE IBITIPOCA",3159407,254550,4,1,0,2,2,0,0.709487330583382
"SANTA RITA DE JACUTINGA",3159308,149010,3,1,0,3,3,0,0.724112475672774
"SANTA RITA DE MINAS",3159357,101909.52,1,1,0,1,1,0,1
"SANTA RITA DO ARAGUAIA",5219407,432427.86,6,1,0,4,3,0,0.495476540295068
"SANTA RITA DO ITUETO",3159506,298500,2,1,0,2,2,0,0.770519262981575
"SANTA RITA DO NOVO DESTINO",5219456,7436.02,1,1,0,1,0,0,1
"SANTA RITA DO PARDO",5007554,23600,1,1,0,1,1,0,1
"SANTA RITA DO PASSA QUATRO",3547502,355792.24,3,1,0,1,1,0,1
"SANTA RITA DO SAPUCAI",3159605,117393.45,10,1,0,3,3,0,0.615025795732215
"SANTA RITA DO TOCANTINS",1718899,419410,8,1,0,2,2,0,0.538828354116497
"SANTA ROSA",4317202,1787821.27,36,0.937474918843538,0.0625250811564626,16,11,0,0.504055732595686
"SANTA ROSA DA SERRA",3159704,150000,3,1,0,1,1,0,1
"SANTA ROSA DE GOIAS",5219506,432854.17,9,1,0,5,5,0,0.576406599016939
"SANTA ROSA DE LIMA",4215604,681015.36,9,1,0,6,4,0,0.389124850282378
"SANTA ROSA DE VITERBO",3547601,502484.54,8,1,0,1,1,0,1
"SANTA ROSA DO PURUS",1200435,845913.13,10,1,0,2,2,0,0.758755370069738
"SANTA ROSA DO SUL",4215653,1240152.5,15,1,0,6,6,0,0.418496918725721
"SANTA ROSA DO TOCANTINS",1718907,487168.21,17,0.978960039284994,0.0210399607150064,9,7,0,0.451589400712333
"SANTA SALETE",3547650,403540,10,1,0,5,4,0,0.446052435941914
"SANTA TERESA",3204609,887822.99,5,1,0,5,5,0,0.360281265075147
"SANTA TEREZA",4317251,99900,1,1,0,1,1,0,1
"SANTA TEREZA DE GOIAS",5219605,908222.65,12,1,0,4,4,0,0.367431928723645
"SANTA TEREZA DO OESTE",4124020,366237.45,4,1,0,2,2,0,0.863412985209459
"SANTA TEREZINHA",4215679,181537,5,1,0,3,3,0,0.56317444928582
"SANTA TEREZINHA",5107776,165766,1,1,0,1,1,0,1
"SANTA TEREZINHA DE GOIAS",5219704,163828.46,3,1,0,1,1,0,1
"SANTA TEREZINHA DE ITAIPU",4124053,1792161.81,21,1,0,7,5,1,0.732649977626741
"SANTA TEREZINHA DO PROGRESSO",4215687,645360,5,1,0,4,4,0,0.534585347712904
"SANTA TEREZINHA DO TOCANTINS",1720002,425578.38,6,1,0,2,2,0,0.746229519460082
"SANTA VITORIA",3159803,756776.36,12,1,0,5,4,0,0.405023698150402
"SANTA VITORIA DO PALMAR",4317301,250030.7,10,0,1,2,2,0,0.52887337434963
"SANTALUZ",2928000,379369.84,5,1,0,1,1,0,1
"SANTANA",1600600,2296555.6,27,1,0,4,4,1,0.445637114119946
"SANTANA DA BOA VISTA",4317004,156420,3,1,0,2,2,0,0.799130545965989
"SANTANA DA PONTE PENSA",3547205,132881,6,1,0,4,4,0,0.481867234593358
"SANTANA DE PARNAIBA",3547304,552435.47,2,1,0,1,1,0,1
"SANTANA DO ACARAU",2312007,54736.13,2,1,0,1,1,0,1
"SANTANA DO ARAGUAIA",1506708,1218000,6,1,0,2,2,0,0.776683087027915
"SANTANA DO CARIRI",2312106,198716.06,5,1,0,1,1,0,1
"SANTANA DO GARAMBEU",3158706,143960,4,1,0,3,3,0,0.652959155320923
"SANTANA DO IPANEMA",2708006,103193.21,1,1,0,1,1,0,1
"SANTANA DO ITARARE",4124004,769377.18,4,1,0,4,4,0,0.324938153221545
"SANTANA DO MANHUACU",3158904,624900,5,1,0,3,3,0,0.732917266762682
"SANTANA DO MATOS",2411403,341342.18,7,1,0,1,1,0,1
"SANTANA DO RIACHO",3159001,107552.95,5,1,0,2,2,0,0.806987906886794
"SANTANA DO SERIDO",2411429,129403.24,4,1,0,1,1,0,1
"SANTANA DOS GARROTES",2513604,201500,3,1,0,2,1,0,0.972704714640198
"SANTANA DOS MONTES",3159100,146451.26,3,1,0,1,1,0,1
"SANTANOPOLIS",2928307,160779.72,1,1,0,1,1,0,1
"SANTAREM",1506807,2260156.83,76,0.999610646487748,0.000389353512251625,21,16,1,0.701721216398952
"SANTIAGO",4317400,1119793.07,34,0.998258606833493,0.00174139316650709,20,8,0,0.723016119397845
"SANTIAGO DO SUL",4215695,362200,8,1,0,5,5,0,0.324406405300939
"SANTO AFONSO",5107263,244205.92,4,1,0,3,3,0,0.511576459735292
"SANTO AMARO",2928604,587043,4,1,0,1,1,0,1
"SANTO AMARO DA IMPERATRIZ",4215703,405399.01,11,1,0,1,1,0,1
"SANTO AMARO DO MARANHAO",2110278,77995,2,1,0,1,1,0,1
"SANTO ANDRE",3547809,3655180.4,196,0.981155589475146,0.018844410524854,42,14,1,0.887823227548495
"SANTO ANGELO",4317509,3026048.9,65,1,0,24,15,0,0.558856567056798
"SANTO ANTONIO",2411502,393600,15,1,0,1,1,0,1
"SANTO ANTONIO DA PATRULHA",4317608,152960,1,1,0,1,1,0,1
"SANTO ANTONIO DA PLATINA",4124103,394429,18,1,0,6,6,0,0.265700544331172
"SANTO ANTONIO DAS MISSOES",4317707,578307.42,8,1,0,5,5,0,0.463434171396245
"SANTO ANTONIO DE GOIAS",5219738,493055.67,6,1,0,2,2,0,0.517295886689631
"SANTO ANTONIO DE JESUS",2928703,706787.95,9,1,0,2,2,0,0.536952377300717
"SANTO ANTONIO DE PADUA",3304706,2342551.76,27,1,0,9,9,0,0.226389874945602
"SANTO ANTONIO DO AMPARO",3159902,456870.39,14,1,0,4,4,0,0.512180270645248
"SANTO ANTONIO DO ARACANGUA",3548054,294881.74,4,1,0,3,2,0,0.706322948311415
"SANTO ANTONIO DO AVENTUREIRO",3160009,120604.13,2,1,0,2,2,0,0.577159919813691
"SANTO ANTONIO DO DESCOBERTO",5219753,23305.72,1,1,0,1,1,0,1
"SANTO ANTONIO DO ITAMBE",3160207,236875.44,4,1,0,2,2,0,0.872350590673309
"SANTO ANTONIO DO JACINTO",3160306,291225.35,5,1,0,3,3,0,0.532355270583416
"SANTO ANTONIO DO LESTE",5107792,246660,2,1,0,2,2,0,0.745966107192086
"SANTO ANTONIO DO MONTE",3160405,429758.81,1,1,0,1,1,0,1
"SANTO ANTONIO DO PALMA",4317558,616292.67,5,1,0,3,3,0,0.405651425320376
"SANTO ANTONIO DO PINHAL",3548203,68581.36,1,1,0,1,1,0,1
"SANTO ANTONIO DO PLANALTO",4317756,568957.29,21,1,0,5,5,0,0.314056947930134
"SANTO ANTONIO DO SUDOESTE",4124400,1606192.61,23,0.999533057246478,0.000466942753521945,11,8,0,0.593184929421385
"SANTO ANTONIO DOS LOPES",2110302,744061.24,3,1,0,2,2,0,0.510710650644831
"SANTO ANTONIO DOS MILAGRES",2209450,396777.44,4,0.985908977082971,0.0140910229170287,2,1,0,0.985908977082971
"SANTO AUGUSTO",4317806,244835.67,4,1,0,3,3,0,0.577675916258444
"SANTO CRISTO",4317905,591877.57,12,1,0,3,3,0,0.467309480911737
"SANTO ESTEVAO",2928802,670327.54,6,1,0,4,4,0,0.457372734529153
"SANTO EXPEDITO DO SUL",4317954,191273.02,3,1,0,2,1,0,0.956747585205692
"SANTO INACIO",4124509,509020,10,1,0,5,4,0,0.473046245727083
"SANTOS",3548500,10814275.01,79,0.944701923203634,0.0552980767963658,18,17,3,0.210926060960234
"SANTOS DUMONT",3160702,191411.21,7,1,0,2,2,0,0.5708383014767
"SAO BENEDITO",2312304,874995.35,5,1,0,3,3,0,0.67699045486356
"SAO BENTO",2110500,298000,1,1,0,1,1,0,1
"SAO BENTO",2513901,1362597.56,17,1,0,6,5,0,0.451116747926659
"SAO BENTO ABADE",3160801,26663.25,2,1,0,1,1,0,1
"SAO BENTO DO SUL",4215802,1800787.27,99,0.989561210081189,0.0104387899188115,38,16,0,0.501447347525952
"SAO BENTO DO TRAIRI",2411700,13588.11,1,1,0,1,1,0,1
"SAO BENTO DO UNA",2613008,1337572,9,1,0,4,4,0,0.500587631918132
"SAO BERNARDINO",4215752,679681.53,13,1,0,5,5,0,0.356973316606087
"SAO BERNARDO DO CAMPO",3548708,1349248.41,15,0.998256844341955,0.00174315565804521,11,4,0,0.67963006901005
"SAO BONIFACIO",4215901,5977.13,1,1,0,1,0,0,1
"SAO BORJA",4318002,580305.88,15,1,0,7,7,0,0.539374872437963
"SAO BRAS",2708204,226947.09,3,1,0,2,2,0,0.709416454734009
"SAO BRAZ DO PIAUI",2209559,250500,2,1,0,1,1,0,1
"SAO CAETANO DO SUL",3548807,1952392.59,15,1,0,5,5,0,0.455867592695586
"SAO CAITANO",2613107,190804.1,1,1,0,1,1,0,1
"SAO CARLOS",3548906,340409.2,31,0.807669710454359,0.192330289545641,13,4,0,0.414207371598652
"SAO CARLOS",4216008,580294.58,16,1,0,6,4,0,0.604662394055102
"SAO CARLOS DO IVAI",4124608,817806.73,17,1,0,12,7,0,0.326348500458048
"SAO CRISTOVAO DO SUL",4216057,136079.95,1,1,0,1,1,0,1
"SAO DOMINGOS",4216107,3657031.07,96,0.999607058301531,0.000392941698469081,28,17,1,0.524896883088281
"SAO DOMINGOS DAS DORES",3160959,435019,16,1,0,5,5,0,0.511288012707491
"SAO DOMINGOS DO NORTE",3204658,1517600,8,1,0,3,3,0,0.597192936215076
"SAO DOMINGOS DO SUL",4318051,1122501.37,15,1,0,9,9,0,0.338529653643095
"SAO FELIPE D'OESTE",1101484,1674626.33,15,1,0,7,7,0,0.3014403816283
"SAO FELIX",2929008,341353.16,4,1,0,1,1,0,1
"SAO FELIX DE BALSAS",2110807,1031343.55,5,1,0,1,1,1,1
"SAO FELIX DE MINAS",3161056,219183.8,2,1,0,1,1,0,1
"SAO FELIX DO CORIBE",2929057,971830,15,1,0,5,5,0,0.451713777100933
"SAO FELIX DO PIAUI",2209609,146864.34,2,0.898602819445483,0.101397180554517,2,2,0,0.898602819445483
"SAO FELIX DO TOCANTINS",1720150,64952.09,5,0.865775835696742,0.134224164303258,2,1,0,0.865775835696742
"SAO FELIX DO XINGU",1507300,4699174.52,15,1,0,4,4,2,0.619875939402225
"SAO FIDELIS",3304805,776300,6,1,0,2,2,0,0.825067628494139
"SAO FRANCISCO",2513984,432285.62,17,0.994054856601522,0.00594514339847807,4,3,0,0.554669433602718
"SAO FRANCISCO",2806909,388324.66,3,1,0,2,2,0,0.522758456802615
"SAO FRANCISCO",3161106,273032.07,5,1,0,4,4,0,0.727753336814976
"SAO FRANCISCO DE ASSIS",4318101,1085101.29,8,1,0,5,5,0,0.496727821602719
"SAO FRANCISCO DE GOIAS",5219902,211374.42,4,0.962152468591043,0.0378475314089567,3,2,0,0.843121982309875
"SAO FRANCISCO DE ITABAPOANA",3304755,414186.84,3,1,0,2,2,0,0.734419374599154
"SAO FRANCISCO DE PAULA",3161205,203489.26,2,1,0,1,1,0,1
"SAO FRANCISCO DE PAULA",4318200,753973.73,3,1,0,2,2,0,0.662489925212646
"SAO FRANCISCO DE SALES",3161304,645400,4,1,0,2,2,0,0.604276417725442
"SAO FRANCISCO DO GLORIA",3161403,219003.64,2,1,0,2,2,0,0.570766768990689
"SAO FRANCISCO DO GUAPORE",1101492,4665700.84,39,1,0,14,13,2,0.31582967072531
"SAO FRANCISCO DO OESTE",2411908,462413.54,9,1,0,1,1,0,1
"SAO FRANCISCO DO PARA",1507409,1019721.39,3,1,0,1,1,1,1
"SAO FRANCISCO DO SUL",4216206,4340,1,1,0,1,0,0,1
"SAO GABRIEL",2929255,375184.3,2,1,0,2,2,0,0.86424192057077
"SAO GABRIEL",4318309,2798806.71,25,1,0,15,12,1,0.419107184432897
"SAO GABRIEL DO OESTE",5007695,2001497.67,12,1,0,5,5,1,0.741268157459309
"SAO GERALDO",3161502,210000,2,1,0,1,1,0,1
"SAO GERALDO DA PIEDADE",3161601,209760.97,2,1,0,2,2,0,0.796144297006254
"SAO GERALDO DO BAIXIO",3161650,126325.67,2,1,0,1,1,0,1
"SAO GONCALO",3304904,79045.15,7,0.884008063745847,0.115991936254153,5,3,0,0.580982261403767
"SAO GONCALO DO ABAETE",3161700,837605.31,17,1,0,9,9,0,0.291843899604696
"SAO GONCALO DO AMARANTE",2312403,312762.64,7,1,0,3,3,0,0.447991870128734
"SAO GONCALO DO PARA",3161809,127689.64,2,1,0,2,1,0,0.92852873576901
"SAO GONCALO DO PIAUI",2209807,784344.88,6,0.986679966598367,0.0133200334016332,4,4,0,0.488145087400838
"SAO GONCALO DO RIO ABAIXO",3161908,135000,3,1,0,2,2,0,0.612592592592593
"SAO GONCALO DO SAPUCAI",3162005,562863.74,8,1,0,4,4,0,0.385528476216997
"SAO GOTARDO",3162104,692950,11,1,0,7,7,0,0.400461793780215
"SAO JERONIMO",4318408,149805.12,5,1,0,4,2,0,0.480791711257933
"SAO JERONIMO DA SERRA",4124707,652537.96,6,1,0,2,2,0,0.718790306084262
"SAO JOAO",4124806,1651522.87,21,0.969621904176235,0.0303780958237654,9,9,1,0.642323984287302
"SAO JOAO D'ALIANCA",5220009,115936.35,2,1,0,1,1,0,1
"SAO JOAO DA BALIZA",1400506,4904402.94,29,1,0,8,8,1,0.281482777187961
"SAO JOAO DA BOA VISTA",3549102,249084.9,75,0.431077917609618,0.568922082390382,38,7,0,0.346885339095224
"SAO JOAO DA CANABRAVA",2209856,502692.58,5,0.948602583312449,0.0513974166875509,3,3,0,0.741716696912455
"SAO JOAO DA FRONTEIRA",2209872,471979,5,1,0,2,2,0,0.624471194692984
"SAO JOAO DA SERRA",2209906,427276.92,3,1,0,3,3,0,0.445331800276036
"SAO JOAO DA URTIGA",4318424,608400,7,1,0,7,6,0,0.687047994740302
"SAO JOAO DAS MISSOES",3162450,736336.4,5,1,0,2,2,0,0.552464878824407
"SAO JOAO DE IRACEMA",3549250,329102.1,3,1,0,2,2,0,0.556368677076202
"SAO JOAO DE MERITI",3305109,1409745.32,12,1,0,3,3,0,0.439618412778274
"SAO JOAO DEL REI",3162500,178601,4,1,0,3,3,0,0.653915711558166
"SAO JOAO DO ARRAIAL",2209971,2497800,1,1,0,1,1,1,1
"SAO JOAO DO CAIUA",4124905,618288.69,6,1,0,4,4,0,0.473061685795999
"SAO JOAO DO ITAPERIU",4216354,299240,8,1,0,5,5,0,0.54618366528539
"SAO JOAO DO IVAI",4125001,880648.09,12,1,0,3,3,0,0.538239968248838
"SAO JOAO DO MANTENINHA",3162575,720176.7,10,1,0,4,4,0,0.468460226497192
"SAO JOAO DO OESTE",4216255,924548,7,1,0,6,6,0,0.474826617979813
"SAO JOAO DO PAU D'ALHO",3549300,162730,3,1,0,3,2,0,0.835002765316782
"SAO JOAO DO PIAUI",2210003,163468.05,2,1,0,1,1,0,1
"SAO JOAO DO POLESINE",4318432,143619,4,1,0,4,3,0,0.612732298651293
"SAO JOAO DO RIO DO PEIXE",2500700,288400,5,1,0,1,1,0,1
"SAO JOAO DO SABUGI",2412104,202293.25,3,1,0,2,2,0,0.598184170752114
"SAO JOAO DO SOTER",2111078,215799.03,21,0.922381486144771,0.0776185138552291,7,6,0,0.430926543089652
"SAO JOAO DO SUL",4216404,1377305.48,17,1,0,7,6,0,0.531861079939942
"SAO JOAO DOS PATOS",2111102,143900.02,2,1,0,2,2,0,0.633217563138629
"SAO JOAO NEPOMUCENO",3162906,484341.02,10,1,0,5,5,0,0.496757429300537
"SAO JOAQUIM",4216503,1575402.19,16,0.991528734640137,0.00847126535986344,12,9,0,0.542401175664228
"SAO JOAQUIM DA BARRA",3549409,643607.05,10,1,0,1,1,0,1
"SAO JOAQUIM DE BICAS",3162922,144544.4,3,1,0,1,1,0,1
"SAO JOAQUIM DO MONTE",2613305,153070.33,2,1,0,1,1,0,1
"SAO JORGE",4318440,69131.02,2,1,0,1,1,0,1
"SAO JORGE D'OESTE",4125209,745813,9,1,0,8,7,0,0.301684202340265
"SAO JORGE DO IVAI",4125308,685163.41,8,1,0,4,4,0,0.341779021737311
"SAO JORGE DO PATROCINIO",4125357,398321.66,4,1,0,4,3,0,0.545538999812363
"SAO JOSE DA BARRA",3162948,962558.72,3,1,0,2,2,0,0.890382043393675
"SAO JOSE DA BOA VISTA",4125407,1075540,8,1,0,6,6,0,0.278929653941276
"SAO JOSE DA LAJE",2708303,258495.16,3,1,0,1,1,0,1
"SAO JOSE DA SAFIRA",3163003,260855,8,1,0,2,2,0,0.771903931302831
"SAO JOSE DAS MISSOES",4318457,342105,4,1,0,4,4,0,0.40369184899373
"SAO JOSE DAS PALMEIRAS",4125456,259493.06,1,1,0,1,1,0,1
"SAO JOSE DE UBA",3305133,656244.1,12,1,0,5,5,0,0.379431982702778
"SAO JOSE DO BARREIRO",3549607,169000,1,1,0,1,1,0,1
"SAO JOSE DO CEDRO",4216701,782142.55,11,1,0,5,5,0,0.34016759476901
"SAO JOSE DO CERRITO",4216800,275444,9,1,0,5,5,0,0.289351011457864
"SAO JOSE DO DIVINO",2210052,44309.7,1,1,0,1,1,0,1
"SAO JOSE DO DIVINO",3163300,493508.67,5,1,0,3,3,0,0.461463787454838
"SAO JOSE DO EGITO",2613602,223595.35,7,0.990160349935721,0.00983965006427906,4,3,0,0.660341326418461
"SAO JOSE DO HERVAL",4318465,356780,13,1,0,6,5,0,0.298447222377936
"SAO JOSE DO HORTENCIO",4318481,245000,2,1,0,1,1,0,1
"SAO JOSE DO INHACORA",4318499,239127.05,7,1,0,6,4,0,0.552133478834787
"SAO JOSE DO JACURI",3163508,638335.78,11,1,0,4,4,0,0.614466229669908
"SAO JOSE DO MANTIMENTO",3163607,666333.14,3,1,0,2,2,0,0.619559669507058
"SAO JOSE DO NORTE",4318507,147800,2,1,0,1,1,0,1
"SAO JOSE DO PEIXE",2210102,119177.35,1,1,0,1,1,0,1
"SAO JOSE DO RIO CLARO",5107305,296000,3,1,0,3,2,0,0.597972972972973
"SAO JOSE DO RIO PRETO",3549805,609123.33,57,1,0,25,9,0,0.504108585038107
"SAO JOSE DO SERIDO",2412401,608859.88,13,1,0,2,2,0,0.832364303589851
"SAO JOSE DO SUL",4318614,368037,6,1,0,5,4,0,0.730904773161394
"SAO JOSE DO VALE DO RIO PRETO",3305158,653700,3,1,0,1,1,0,1
"SAO JOSE DOS AUSENTES",4318622,117000,1,1,0,1,1,0,1
"SAO JOSE DOS CAMPOS",3549904,951201.7,7,1,0,4,3,0,0.616723035713666
"SAO JOSE DOS CORDEIROS",2514800,816093.75,5,1,0,3,3,0,0.67394217882443
"SAO JOSE DOS PINHAIS",4125506,13679,4,1,0,4,0,0,0.555596169310622
"SAO JOSE DOS QUATRO MARCOS",5107107,790593.14,16,1,0,13,6,0,0.289643292376658
"SAO JOSE DOS RAMOS",2514453,248000,3,1,0,1,1,0,1
"SAO LEOPOLDO",4318705,97788.11,4,1,0,2,2,0,0.76911293203233
"SAO LOURENCO DA SERRA",3549953,325059.79,4,0.99301199327053,0.00698800672946968,2,2,0,0.760293083312458
"SAO LOURENCO DO OESTE",4216909,777394.43,7,1,0,4,4,0,0.420635892644613
"SAO LOURENCO DO PIAUI",2210359,300683.89,3,1,0,2,2,0,0.632258648775629
"SAO LOURENCO DO SUL",4318804,1082600.53,16,1,0,7,7,0,0.355070951239974
"SAO LUDGERO",4217006,1731856.55,26,1,0,9,8,0,0.360761813673309
"SAO LUIS",2111300,4235019.59,10,1,0,4,4,1,0.773264401830075
"SAO LUIS DO CURU",2312601,79354.02,2,1,0,1,1,0,1
"SAO LUIS DO PARAITINGA",3550001,763181.5,6,1,0,4,3,0,0.409470093287115
